Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"My Pie","Green Gully > Archangel Valley Sport and Traditional Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108312149/my-pie,3.8,-1,Trad,5.11b,1,60,61.81376,-149.24389
"Piece of the Pie","Mosquito Ledge > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108971055/piece-of-the-pie,4.0,-1,Sport,5.11b,1,100,60.88129,-149.03948
"The Pipeline","BPR Wall > Fairangel Gap and Valley > Archangel Valley Sport and Traditional Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/110696693/the-pipeline,4.0,-1,"Trad, Alpine",5.11b,1,80,61.82326,-149.26442
"White Face","Ravendale (aka Lost Crack) > West Grapefruit Rocks > Grapefruit Rocks > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/108586882/white-face,3.8,-1,Sport,5.11b,1,40,65.28423,-148.20122
"Shoot' em Up","The Tunnel Wall > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108604750/shoot-em-up,4.0,-1,"Sport, Alpine",5.11b,1,90,61.08487,-145.89324
IXT,"Creekside Cliff > Purinton Creek > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109151885/ixt,3.6,-1,Trad,5.11b,1,,61.81175,-148.13854
"Turecki 5.11","Tunnel Vision Wall > Fairangel Gap and Valley > Archangel Valley Sport and Traditional Climbing > Hatcher Pass > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/112122842/turecki-511,3.1,-1,Trad,5.11b,1,65,61.8198,-149.25781
"Face the Damage","Right Cave > Weiner Lake Routes > Wookie Wall/Weiner Lake > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109053272/face-the-damage,2.9,-1,Sport,5.11b,2,115,61.8128,-148.1665
"Dino Later","Dino Head > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108291229/dino-later,3.0,-1,Sport,5.11b,1,40,60.9834,-149.58971
Alderdash,"Valdez Glacier Campground > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111218339/alderdash,3.0,-1,"Sport, Alpine",5.11b,1,35,61.13908,-146.20546
"Dreadful Lock","Creekside Cliff > Purinton Creek > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109199433/dreadful-lock,3.0,-1,Trad,5.11b,1,,61.81175,-148.13854
"Kiss The Sky","Right Side Walls > Weiner Lake Routes > Wookie Wall/Weiner Lake > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109938936/kiss-the-sky,3.0,-1,Sport,5.11b,3,200,61.81071,-148.15916
Sendsation,"101 Wall (Worthington) > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/117608513/sendsation,3.0,-1,"Trad, Alpine",5.11b,1,55,61.17056,-145.72445
"Unknown 2","Right Side Walls > Weiner Lake Routes > Wookie Wall/Weiner Lake > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109939183/unknown-2,3.0,-1,Trad,5.11b,1,55,61.81071,-148.15916
"Finger Fillet","Gorilla's Head > East Grapefruit Rocks > Grapefruit Rocks > Fairbanks and Vicinity > Alaska",https://www.mountainproject.com/route/108587021/finger-fillet,3.3,-1,Sport,5.11b,1,35,65.35648,-147.01109
"Slippery slope","Valdez Glacier Campground > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/116699582/slippery-slope,3.0,-1,"Sport, Alpine",5.11b,1,60,61.13908,-146.20546
"Stop The Bombing","Left Side Walls > Weiner Lake Routes > Wookie Wall/Weiner Lake > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109352393/stop-the-bombing,3.0,-1,Trad,5.11b,1,95,61.8172,-148.17242
Stumpjumper,"The Stump > Ruth Gorge > Denali National Park > Interior Alaska/Alaska Range > Alaska",https://www.mountainproject.com/route/120959628/stumpjumper,3.0,-1,"Trad, Alpine","5.11b R",13,1800,62.95864,-150.69263
"A Surfing Life","4th Tower > Mendenhall Towers > Juneau > Southeastern Alaska/Coastal Range > Alaska",https://www.mountainproject.com/route/117525690/a-surfing-life,3.0,-1,"Trad, Alpine",5.11b,8,1200,58.53157,-134.47722
Chillout,"Glacier View > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/119285119/chillout,3.0,-1,"Sport, Alpine",5.11b,1,60,61.17081,-145.72983
"I Do What I Want","South Park Wall > Weiner Lake Routes > Wookie Wall/Weiner Lake > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109987126/i-do-what-i-want,3.0,-1,Sport,5.11b,1,70,61.81214,-148.15993
"Unknown 9","Right Side Walls > Weiner Lake Routes > Wookie Wall/Weiner Lake > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/109980332/unknown-9,3.0,-1,Sport,5.11b,1,55,61.81071,-148.15916
"Left At Albuquerque","Valdez Glacier Campground > Valdez Area Rock > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/111218480/left-at-albuquerque,2.8,-1,"Sport, Alpine",5.11b,1,40,61.13908,-146.20546
"Unified Field","Tram Rock > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108968951/unified-field,2.6,-1,Sport,5.11b,1,65,60.96848,-149.09322
"Son of Dino","Dino Head > Seward Highway > Anchorage & South Central Alaska > Alaska",https://www.mountainproject.com/route/108967049/son-of-dino,2.6,-1,Sport,5.11b,1,55,60.9834,-149.58971
